SNo,Project Name,Scheme Name,PI Details
2951,J C Bose Fellowship,J C Bose Fellowship,Samir Kumar Maji
2952,Sustainable Technology for Smart Off-Grid Renewable EnergyTransformation and Electrochemical Storage Management,IRHPA (Intensification of Research in High Priority Areas),Sagar Mitra
2953,SERB Organic Chemistry PAC meeting,PAC-OC (Programme Advisory Committee on Organic Chemistry),Krishna Pillai Kaliappan
2954,"PAC Meeting for mid-term monitoring and evaluation of Project Completion Report (PCR) of project under CRG: Chemical and Environmental Engineering (CEE) during September 21-22, 2023, at IIT Bombay",CRG (Core Research Grant) (Chemical and Environmental Engineering (CEE)),Devang Vipin Khakhar
2955,Protection of Sandstone Monuments,SIRE (SERB International Research Experience),Swathy Manohar
2956,PAC meeting for final selection of proposals under CRG: Chemical and Environmental Engineering (CEE) during November 20-21 2023,CRG (Core Research Grant) (Chemical and Environmental Engineering (CEE)),Devang Vipin Khakhar
2957,3rd International Conference on Water Technologies- ICWT 2023,SSY (Seminar/Symposia) (Internal Committee),Shobha Shukla
2958,International Conference on ’Understanding the Breathing of Biomolecules: Recent advances in Cryo-EM and Chemical Biology’.,SSY (Seminar/Symposia) (Internal Committee),Ruchi Anand
2959,Sustainable Aviation using Cargo Airships Lecture Series,Indo-Canadian,Dhwanil Shukla
2960,Designing efficient and robust catalysts for the mitigation of CO2 and its conversion as C1 or C2 products,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Maheswaran Shanmugam
2961,Development of a scalable asynchronous finite-volume solver to study cumulus entrainment,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),S. Ravichandran
2962,Spatial Propagation of Concurrent droughts and their Risks under future climate Change: A complex networks-based approach,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Bellie Sivakumar
2963,Monitoring of glaciers dynamics and snow deposition in the Himalaya,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Gulab Singh
2964,High Entropy Cathode Materials for Higher Energy Density Na-ion Batteries,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Sagar Mitra
2965,Mechanisms underlying microenvironmental regulation of mesenchymal stem cell (MSC) differentiation into cancer associated fibroblasts (CAFs) in breast cancer,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Shamik Rabindranath Sen
2966,Modelling oceanic wave breaking using machine learning theory and Direct Numerical Simulations (DNS).,STARS-2 (Scheme for Transformational and Advanced Research in Sciences),Ratul Dasgupta
2967,Smart charging solution for Electric Bus based Transportation System,,Zakir Hussain Rather
2968,A Scoping Level Assessment of Carbon Dioxide Storage in Coal Seams of Jharia Group of Collieries TSL,-,Vikram Vishal
2969,Mechanism design for electric vehicle charging infrastructure,-,Swaprava Nath
2970,PhysioAI-TeleRehab,-,Darshan Sunil Shah
2971,GeoGuru - Development of an educational app for school children,-,Eswar Rajasekaran
2972,Automatic Generation of Radiology Reports from Medical Images,-,Pushpak Paramesh Chandra Bhattacharyya
2973,Affectbots : Affect Aware Video Bots for Course Content Delivery in Higher Education,-,Ramkumar Rajendran
2974,Learning Trust and Privacy in Adhoc Cyber-Physical Systems,-,Ankur Kulkarni
2975,Investigating self-assembly of functional building blocks at the nano-bio interface for biomedical applications,CRS (Collaborative Research Scheme),Sunita Premshankarlal Srivastava
2976,Monitoring and Mentorship Initiative for the Universal Immunization Program,-,Santosh Bonaventure Noronha
2977,Unleashing the potential of real-time very high-resolution carbon emissions data for 100+ cities in India,-,Harish Chandra Phuleria
2978,Multimodal Data analytics for identification of multiomics biomarkers of Diabetes Mellitus,-,Kshitij Jadhav
2979,Large language models for India-centric Healthcare support,-,Ganesh Seshan Ramakrishnan
2980,Design of Switched Reluctance Motor (SRM) & Controller for 48V traction motor (2/3-wheeler),-,P. Baylon Godfrey Fernandes
2981,Medical Engineering Design and Innovation Centre WIPO Fellows,-,Rohit Srivastava
2982,AKSHAY: An Information Extraction and Summarization System for Oncology Patient Monitoring and Management,-,Pushpak Paramesh Chandra Bhattacharyya
2983,New aspects of person re-identification,-,Biplab Banerjee
2984,Soft and Biological Materials-Symposium and Workshop Funding.,Workshop,Kamendra Prakash Sharma
2985,DISTRICT STRATEGIC PLAN OF PUNE & Palghar DISTRICT,-,Aditi Balkrishna Chaubal
2986,Combining Orders in Zomato's Hyperlocal Delivery System,-,Avinash Bhardwaj
2987,Assessment of Water Supply Status of 20 Gram Panchayats in Ratnagiri District,Unnat Mahrashtra Abhiyan,Milind Ashok Sohoni
2988,Attentional mechanism underlying intrinsic and extrinsic emotional stimuli An eye-tracker study,WISE KIRAN for CSRI (Cognitive Science Research Initiative),Rashmi Gupta
2989,Carbon nanotube based nanohybrid organocatalysts for enantioselective reactions,Indo-French (IFCPAR),Irishi N. Narayanan Namboothiri
2990,Paired early career fellowship in applied research (PECFAR)-Call 2022,IGSTC - PECFAR (Paired early career fellowship in applied research),Ankit Jain
2991,Characterization and Discrete Fracture Network Modeling (DFN) of Coal fractures: Implications on permeability 'sweet spotting',REACHOUT (Research Education and Training Outreach),Santanu Banerjee
2992,Design Input Studies for XLUUV,-,Shashi Ranjan Kumar
2993,Developing a self-calibrating self-diagnosable and optimum low cost (LCS) air quality (AQ) sensor network,-,Abhishek Chakraborty
2994,Development of Sensors for VOC-s (Volatile organic compounds) in an indoor environment,-,Soumyo Mukherji
2995,Real-time assessment of ventilation using commercial CO2 sensors in high-occupancy spaces,-,Srinidhi Balasubramanian
2996,Ventilation CFD to determine the optimum placement of minimum sensors,-,Krishnendu Bimalendu Sinha
2997,Laboratory scale testbed for ventilation experiments,-,Manaswita Bimal Kumar Bose
2998,Spatial distribution of bacterial pathogen in indoor spaces,-,Sarika Mehra
2999,Integration of experimental computational and live data from different ventilation sub-projects,-,Krishnendu Bimalendu Sinha
3000,Testing facility for Indoor ventilation experiments at IITB,-,Krishnendu Bimalendu Sinha
3001,IoT-based system to monitor and control UVGI-based air disinfection units,-,Ambarish Kunwar
3002,Development of a methodology for pathogen capture and qualification of inactivation,-,Kiran Rajanna Kondabagilu
3003,Role of thermal stratification on indoor ventilation,-,Rajneesh Bhardwaj
3004,Extreme Events Tracker at District Level,-,Satish B Agnihotri
3005,Development of New Thermal Barriers for Hypersonic Flight,DIA-RCOE (DRDO Industry Academia - Raman Center of Excellence),Ashutosh Suresh Gandhi
3006,Biomedical Engineering and Technology Innovation Centre (BETIC) unit of IIT Bombay,BETIC-ETA (Early Translator Accelerator),Rohit Srivastava
3007,Generative Models for Graph Structured Objects,USA,Abir De
3008,Adobe-IITB AI Collaboration,USA,Pushpak Paramesh Chandra Bhattacharyya
3009,Adobe Gift Funding: Text analytics for Semi/Unstructured Document,USA-Unrestricted Gift,Ganesh Seshan Ramakrishnan
3010,Designing of the depth Electrodes and Grids for Intracranial Electorencephalography and Deep Brain Stimulation,PACE (Promoting Academic Research Conversion to Enterprise) - AIR (Academic Innovation Research),Dipti Gupta
3011,First-In-Human Clinical Trial using an indigenously developed CD-19 targeted CAR T-cells,NBM (National Biopharma Mission),Ashutosh Kumar
3012,Velocity Map Imaging of Photodissociation Products of Aromatic Hydrocarbons Containing Methyl Group,-,Naresh Patwari Ganpathi
3013,Edtech Product Rating,-,Sahana Venkatesha Murthy
3014,Fault Tolerant Control System for GAS Turbine Engine,COE-COPT,Arnab Maity
3015,Pilot Study for Assessment of Reducing Particulate Air Pollution in Urban Areas by Using Air Cleaning System (sometimes called as Smog Tower),-,Manoranjan Sahu
3016,Algorithmic Aspects of Stochastic Optimization and Control,S. S. Bhatnagar Fellowship,Vivek Shripad Borkar
3017,"AMSPARE: Advanced Metagenomics, Sensors and Photocatalysis for Antimicrobial Resistance Elimination",Biotechnology Research and Development - Indo-UK (University of the West of Scotland),Soumyo Mukherji
3018,"AMSPARE: Advanced Metagenomics, Sensors and Photocatalysis for Antimicrobial Resistance Elimination",ARMREB - Grant-in-aid - Indo-UK,Suparna Mukherji
3019,Investigation of evolutionary forces driving sympatric speciation,Intermediate (Basic) Fellowship,Supreet Saini
3020,Low Carbon Scenarios for Indian Industry,-,Rangan Banerjee
3021,Donation funds for conducting Research,-,Devendra Narain Singh
3022,Design & Development of Miniature Piezoelectric Actuator for Motor Application,-,Amber Shrivastava
3023,ThermoMudra,-,Rajesh Harishchandra Zele
3024,Developing an In Vitro Allergen or Drug Hypersensitivity Test,-,Prakriti Tayalia
3025,Smog Tower Project at Connaught Place,-,Manoranjan Sahu
3026,Development of Manufacturing Technology for Microfluidic Devices and Field Testing of On-Chip Blood Plasma Separation Microdevice,"ITDD (Innovation, Technology Development and Deployment)",Amit Agrawal
3027,Fluoride Removal from Drinking Water by Synthetic Hydroxyapatite,WTI (Water Technology Initiative),Sanjeev Chaudhari
3028,Development of S & T Infrastructure in the Department of Earth Sciences under FIST-2018,FIST,"Head, Earth Sciences"
3029,Design and Development of MEMS Based Detectors and Their Real Time Testing as Infra-Red Laser Based Sensor System for Environmental Monitoring,Nano Mission,Maryam Shojaei Baghini
3030,Antimicrobial Peptide-Graphene Decorated Anti-Biofouling Reverse Osmosis (RO) Membranes for Desalination and Water Recycling.,"ITDD (Innovation, Technology Development and Deployment) - TMD (Technology Mission Division) - Energy, Water & Others - WTI (Water Technology Initiative)",Swatantra Pratap Singh
3031,Quantum Information Technologies with superconducting devices and Quantum Dots - Design and Control of Realistic Quantum Thermal Machines,ICPS (Interdisciplinary Cyber Physical Systems) - QuEST (Quantun Enabled Science & Technology),Sai Vinjanampathy
3032,Photoswitchable and Magnetic Photoswitchable Ionic Liquids: Theory and Experiments,"International Coooperation - Indo-Czech (Czech Academy, Czech Republic)",Gopalan Rajaraman
3033,High Performance Biofuel Cells Based on Novel Conducting Polymers Nanocomposites,"India Bilateral Regional Cooperation - Indo-Egypt (British University, Egypt)",Santosh Janardan Gharpure
3034,PAANEE (Photons and AI for Aquifer monitoring NEEds): A cyber-physical system for monitoring groundwater quality,International Cooperation - India-Denmark,Soumyo Mukherji
3035,Bootstrapping Regression Models,INSPIRE Faculty Fellowship,Debraj Das
3036,Large scale entity-centric opinion extraction and forecasting from tweet streams,INSPIRE Faculty Fellowship,Abir De
3037,Developing a new method to understand the dynamics of effective gluonsin hadrons of heavy quarks and other prevailing problems,WOS-A (Women Scientist Scheme A),Sankagiri Umasankar
3038,Investigating the bulk versus edge electrocatalytic activity for water oxidation by single layer transition metal dichalcogenide sheets (TMDS) through operando Raman-spectro electrochemistry,WOS-A (Women Scientist Scheme A),Subramaniam Chandramouli
3039,Google PhD Fellowship Award of Vihari Piratla,Google India PhD Fellowship in Machine Learning,Sunita Bishwanath Sarawagi
3040,Temporal Question Answering Using Knowledge Graphs,Singapore,Soumen Chakrabarti
3041,Representation Learning for low-resource languages,Gift,Sunita Bishwanath Sarawagi
3042,Graph modeling to design generic incentivization methods.,Gift,Abir De
3043,Development of a Multi-omics based Neoantigen Discovery Platform to Generate Personalized Vaccines for Gliomas,,Sanjeeva Srivastava
3044,Blood Endotyping to Identify the Unique Immune Hallmarks of T cell lymphyoma for Targeted Therapeutics,Grant-in-Aid,Rahul Kailash Purwar
3045,Affordable ’On Demand’ Sonophoresis Based System for Pain Management in Elderly Patient,Young Scientist,Rohit Srivastava
3046,Signaling for Real-time control in the Smart grids,Indo-French (IFCPAR),Ankur Kulkarni
3047,Effect of dislocation-interface interactions on plastic deformation : A coupled discrete dislocation dynamics-fast Fourier transform study on Cu-Al model system,"Indo-French (IFCPAR) (Grenoble Institute of Technology, France)",Prita Pant
3048,Advanced Ultra Super Critical Steam Oxidation Studies of Weldments,-,Vngaranahalli Srinivasan Raja
3049,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
3050,Hybrid Additive-Subtractive Manufacturing technology development,Uchhatar Avishkar Yojana (Phase 2),Asim Tewari
3051,Centre of Excellence in Oil Gas and Energy in IIT Bombay: To Faciliate interaction between OIl Gas Section and IITB work towards capacity building and explore new frontiers in technology.,COE-OGE,Shireesh B Kedare
3052,Timing and spectral studies of Type-1 thermonuclear X-ray bursts using AstroSat,Grant-in-Aid,Varun Bhalerao
3053,A Membrane-based Water Recycling System (MWRS) for Space Exploration,-,Swatantra Pratap Singh
3054,Novel Deep Learning Techniques based Multi-Modal Fusion for Remote Sensing Image Classification and Retrieval,-,Biplab Banerjee
3055,Mechanical and microstructure characterization under biaxial loading of aerospace materials and their weldments (AA2219/M250) for pressure vessel application,-,Sushil Kumar Mishra
3056,Distributed spacecraft formation flight using limited information exchange,-,Dwaipayan Mukherjee
3057,Numerical and Experimental Investigation of PEMFC Considering Hydrogen Crossover and Analysis of Degradation Mechanisms,-,Venkatasailanathan Ramadesigan
3058,Water transport through Kraton block copolymers,USA,Guruswamy Kumaraswamy
3059,MEMS for Electric Machines and Drives,NaMPET (National Mission on Power Electronics Technology) - Phase III,V.S.S. Pavan Kumar Hari
3060,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
3061,Hybrid Additive-Subtractive Manufacturing technology development,Uchhatar Avishkar Yojana (Phase 2),Asim Tewari
3062,Unnat Bharat Abhiyan (UBA)-Participating Institute (PI),Unnat Bharat Abhiyan (UBA),"Head, CTARA"
3063,Unnat Bharat Abhiyan (UBA)-Regional Coordinating Institute (RCI),UBA (Unnat Bharat Abhiyan),"Head, CTARA"
3064,Development of a kit to distinguish falciparum vivax or mixed malaria infection; prognosis of severe malaria and identification of novel therapeutic targets,Uchhatar Avishkar Yojana (Phase 2),Sanjeeva Srivastava
3065,Hybrid Additive-Subtractive Manufacturing technology development,Uchhatar Avishkar Yojana (Phase 2),Asim Tewari
3066,Prime Minister Research Fellowship (PMRF) Coordination,-,Sharat Chandran
3067,Raman spectroscopic study of phase changes and residual stress in zirconia TBCs,-,Ashutosh Suresh Gandhi
3068,3D Human Sensing from Monocular Videos,Qualcomm Innovation Fellowship,Ganesh Seshan Ramakrishnan
3069,True Full-Duplex High Speed/IOs/Interconnects for Smartphones and AI/ML Hardware,Qualcomm Innovation Fellowship,Shalabh Gupta
3070,Circuits and Systems for Autonomous Devices,Qualcomm Faculty Award,Maryam Shojaei Baghini
3071,Exploring the role of mechanical force exerted by AAA+ ATPasein clearance of ubiquitinated pathogen,SUPRA (Scientific and Useful Profound Research advancement),Anirban Chanchal Kumar Banerjee
3072,Is molecular engineering the key for newer breakthroughs in quantum information proessing?,PAC SERB-SUPRA (Scientific and Useful Profound Research advancement),Murugavel Ramaswamy
3073,"High resolution seismic imaging to decipher the genesis of swarm sequences in Palghar district, Maharashtra, using low cost seismographs",SRG (Start-UP Research Grant) (EC Earth & Atmospheric Sciences),Satish Maurya
3074,Quest for mechanistic insights into plasmon enhanced photoluminescence and exciton dynamics in exotic nanoparticles and nanoconjugates.,CRG (Core Research Grant) (PAC Inorganic Physical Chemistry),Anindya Dutta
3075,Size segregated organic aerosols (OA) characteristics and chemistry.,SRG (Start-UP Research Grant) (EC Earth & Atmospheric Sciences),Abhishek Chakraborty
3076,Controlling formation of secondary spinel inclusions in calcium treated low carbon aluminium killed (LCAK) steel,SRG (Start-UP Research Grant) (EC Engineering Sciences),Deepoo Kumar
3077,Enzyme-inspired photosensitized H2 production catalysts,CRG (Core Research Grant) (PAC Inorganic Physical Chemistry),Arnab Dutta
3078,Search for novel skyrmionic systems probed by theoretical and experimental investigations,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Krishnawarrier Gopinathawarrier Suresh
3079,Experimental exploration of complex flows and material properties in granular and bio polymer based active matter system,CRG (Core Research Grant) (PAC Physics-1 (Condensed Matter Physics and Material Sciences)),Nitin Kumar
3080,Development and studty of Solution Processable Nanomaterial based Haptics Sensors for Bio/Robotics Application,EEQ (Empowerment and Equity opportunities),Pramod Kumar
3081,High temperature Fracture Studies in Single Crystals - Experiments and Simulations,Core Research Grant,Krishna Nagasai Jonnalagadda
3082,Development of a Health and Usage Monitoring System (HUMS) for defense equipment.,IMPRINT-2,"Makarand S, Kulkarni"
3083,Unravelling the role of network motifs to decipher the origin of robust decision making in biological systems,MATRICS - MATRICS Expert Committee,Sandip Kar
3084,Optimality of Balance-Unrestricted Supersaturated Designs,MATRICS - MATRICS Expert Committee,Ashish Das
3085,Analytical investigation of fracture problems in Couple Stress Elasticity,MATRICS,Tanmay Kishore Bhandakkar
3086,Physical Law and Discrete (independent of continuous) Mathematics based Algebraic Formulation for Computational Mechanics: A Unified Finite Volume Method for Computational Fluid Dynamics and Computational Solid Mechanics,MATRICS - MATRICS Expert Committee,Atul Sharma
3087,A novel concentrator photovoltaic systems combined with confined jet impingement and thermoelectric generator in an integrated design - Experimental study,TARE (Teacher's Associateship for Research Excellence),Sandip Kumar Saha
3088,AI accelerator architecture exploration and implementation.,USA,Madhav Pandurang Desai
3089,Reflective SpO2 on the Wrist Using TI AFE4xxx,-,Maryam Shojaei Baghini
3090,Critical Area Analysis for Right Selection of Digital Fault Models,-,Maryam Shojaei Baghini
3091,Demonstration of nutri-gardens in selected villages: Route to reducing malnutrition through local solutions Enterprenuership route to enhance sustainability,USA,Narendra Govinddas Shah
3092,Hardware-aware algorithms in Scientific Computing (HAASC),Indo-German Partnerships in Higher Education (IGP),N C Narayanan
3093,Synchrotron imaging studies on high pressure die casting - manpower through collaborator,UK (University College London),Shyamprasad Karagadde
3094,Detection of SARS-CoV-2 Nucleic Acid in Wastewater with a low-cost sensing Platform,UK (University of Strathclyde),Siddharth Tallur
3095,Semi-supervised learning and sequence-to-sequence models for speech and natural language,Verisk AI Faculty Research Award,Preethi Jyothi
3096,Application of in vitro biophysical techniques to in vivo systems: A middle path to understanding biological complexity in molecular motor based intracellular transport,UK,Roop Mallik
3097,Multi Sensory Simulation of Food Products,Gift,Dipti Gupta
3098,DeBias- Tool for Detecting Bias in Scripts,-,Pushpak Paramesh Chandra Bhattacharyya
3099,LW-IR Signature Studies of 5th Generation Stealth Aircraft in Bottom view,-,Shripad Prabhakar Mahulikar
3100,Adobe Unrestricted Research Grant,USA-Unrestricted Gift,Parag Kumar Chaudhuri
3101,Development of Corrosion-Fatigue Resistant Coated Aluminium Aircraft Skins,Airbus IITB Joint Development Program,Vngaranahalli Srinivasan Raja
3102,Vapor phase deposition of SAM and deposition of dielectrics on liquid phase SAM-coated substrates,-,Saurabh Vijaykumar Lodha
3103,Development of a can-type GT combustor operating in flameless combustion mode,Grant-in-Aid,Sudarshan Kumar
3104,Production of Levodopa,SBIRI (Small Business Innovation Research Initiative),Santosh Bonaventure Noronha
3105,Modular Recording System for Operation Theatre,BETIC-ETA (Early Translator Accelerator),Rohit Srivastava
3106,Suctioning device for Meconium extraction using Fuzzy Controller,BETIC-ETA (Early Translator Accelerator),Bhallamudi Ravi
3107,Clinical validation of affordable point of care test for glycemic haemoglobin,BETIC-ETA (Early Translator Accelerator),Bhallamudi Ravi
3108,Improvements of Screen Printable Pastes on Fabrics,,Parag Kishore Bhargava
3109,Electrosynthesis of organic molecules with transition metal complex-decorated electrodes,EMR-II (Extra Mural Research II),Arnab Dutta
3110,"Development of mathematical models for predicting the microstructure evolution during the freezing, annealing and dehydration processes in various scales of systems",-,Mogadalai Pandurangan Gururajan
3111,Bioprospecting of Marine microbial diversity for various products,Marine Bioresource and Biotechnology Network Programme,Pramod Prabhakar Wangikar
3112,Design and development of a microfluidic chip for sperm selection/sorting based on chemotaxis,Biotechnology Research and Development,Venkata Ramana Gundabala
3113,DBT Pan IIT Center for Bioenergy - Phase 2,DBT PAN IIT Center for Bioenergy - Phase 2,Pramod Prabhakar Wangikar
3114,Development of efficient cellulases for biofuel production,DBT PAN IIT Center for Bioenergy - Phase 2,Prasenjit Ranjith Kumar Bhaumik
3115,"Triglyceride Secretion from the Liver: New Questions, New Mechanisms",Senior (Basic) Fellowship,Roop Mallik
3116,Lipid chemical biology and biophysics platform to map the landscape of virulent lipid-induced effects in host cell properties and signaling: Quest for lipid-centric therapeutics,-,Shobhna Kapoor
3117,Design and Fabrication of a Power Factor Corrected Switched Mode Power Supply Prototype,CARS (Contract for Acquisition of Research Services),Vivek Agarwal
3118,Processing Map Study For Indigenously Developed Ni-based Superalloys through Powder Metallurgy Route for Aero Engine Turbine Disc Application,CARS (Contract for Acquisition of Research Services),Prasad Jagannadha Nageswara Vara Manepalli
3119,Gender Advancement for Transforming Institutions (GATI) pilot,DISHA programme for Women in Science - KIRAN,Swati Arvind Patankar
3120,All solar powered cold storage unit based on pumpable ice slurry technology,"ITDD (Innovation, Technology Development and Deployment)",Shankar Krishnan
3121,Lattice dynamics calculations and density functional theory-driven phonon Boltzmann transport equation solver for nanoscale thermal transport properties prediction of strongly anharmonic semiconductors: Application to type-I inorganic Clathrates,Nano Mission,Ankit Jain
3122,FIST Grant WBG based Advanced Power Electronic Converters,FIST (Fund for Improvement S&T Infrastructure),"Head, Electrical Engineering"
3123,III-Nitride Nanowire Field Effect Transistor with epitaxial Gd2O3 as wraparound gate oxide,International Coooperation - Indo-German DAAD PPP program (German Academic Exchange Program),Apurba Laha
3124,Point of use sensors for rapid detection and differentiation of bacteria and virus in water and clinical samples,Nano Mission,Soumyo Mukherji
3125,Point-of-care Bio-sensing device for the detection of respiratory viral pathogens using plasmon assisted Multi-channel Optical Waveguide-based ?Cartridge? Assembly,"ITDD (Innovation, Technology Development and Deployment)",Tapanendu Kundu
3126,Stress history and reservoir pressure for improved quantification of CO2 storage containment risks SHARP storage,"(ACT) Accelerating CCUS Technologies under ITDD (Innovation, Technology Development and Deployment)",Devendra Narain Singh
3127,Nature Inspired Fractal patterned micro-nano-structured catalyst modified electrodes; A novel approach for efficient hydrogen production by electrolysis of water,Nano Mission,Prasanna Subhash Gandhi
3128,Design and Development of a Blood Cell Counter,IMPRINT 2,Mahesh S. Tirumkudulu
3129,Deposition of Metal Oxides on Halide Perovskites for PV Cells,International Cooperation - Indo-Israel,Shaibal Kanti Krishna Chaitanya Sarkar
3130,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
3131,Hybrid Layered Manufacturing Using Electron Beam Cladding (EB-HLM),-,Karunakara Poopathi Kapuppasamy Poolan
3132,Elsevier IITB Collaboration on Information Extraction,-,Pushpak Paramesh Chandra Bhattacharyya
3133,Performance evaluation of Boards (Everest Hydra Proof Cladding),-,Prakash Nanthagopalan
3134,Development of a predictive tool for freckling in superalloy VAR ingots,-,Shyamprasad Karagadde
3135,Potential improvements in process steps leading to enhanced reliability of glass lined reactors,-,Parag Kishore Bhargava
3136,Google Research Gift for exploreCSR,GOOGLE Unrestricted Gift Grant,Biswabandan Panda
3137,Building computational models for code-switched text,GOOGLE Unrestricted Gift Grant,Preethi Jyothi
3138,Feed-forward control for Aluminium rolling mill,-,Sujit Suresh Jogwar
3139,Design of ice-phobic surfaces for aerospace applications: collaboration with Honeywell Bangalore,-,Ratul Dasgupta
3140,Development of Indigenous Simulation Model for Design Validation of Traction power Supply,-,V.S.S. Pavan Kumar Hari
3141,Screening lead compounds for activity against the multiplicative and dormant stages of Apicomplexan parasites: Plasmodium falciparum and Toxoplasma gondii.,-,Swati Arvind Patankar
3142,Preclinical development and scale-up of DICCRE armored T Cells: A tunable and target specific immunotherapy,-,Rahul Kailash Purwar
3143,ICMR-DHR-CoE IIT Bombay,ICMR-DHR-CoE,Rohit Srivastava
3144,Capacity building and Phase I multi-center clinical trial of indigenous anti-CD19 CART cell therapy for adolescent and adult patients with relapsed/refractory B-cell malignancies,-,Rahul Kailash Purwar
3145,Is Climate Smart Agriculture really smart: An evaluation of CSA as an adaptation option in Odisha India,Research Projects - National Initiative for Excellence in Humanities and Social Sciences,Trupti Mishra
3146,Joint Research between IDRBT and IIT Bombay,Fellowship of PhD and MTech/MS Students,"Head, Computer Science & Engineering"
3147,Synchronization and spatio-temporal rhythms in an ensemble of active droplets,Indo-French (IFCPAR),Punit Parmananda
3148,IFORS Award for JalTantra,-,Om P. Damani
3149,Exploring a novel bacterial killing strategy involving mechanical force exerted by host molecular machines,-,Anirban Chanchal Kumar Banerjee
3150,Robust Additive Manufacturing of Functional Lightweight Integrated Customisable Metallic Structures (RAMFLICS),IGSTC (2 + 2 scheme),Amitava De
3151,Density functional theory driven indigenous Boltzmann Transportequationsolver for multi-channel thermal transport in stronglyanharmonic low-thermal conductivity solids,NSM (National Supercomputing Mission),Ankit Jain
3152,Design and Development of Equipment Reliability Software: NETRA Phase 2,NETRA Phase 2,"Makarand S, Kulkarni"
3153,Bamboo Towers for Low-cost Affordable and Sustainable Rural Internet Connectivity,-,Siddhartha Ghosh
3154,Development of Bimetallic Cylinders through Friction Welding Route with suitable Inter layers,-,Amber Shrivastava
3155,"VIDYAAPATI: Bidirectional Machine Translation Involving Bengali, Konkani, Maithili, Marathi, and Hindi",NLTM (National Language Translation Mission) : BHASHINI,Pushpak Paramesh Chandra Bhattacharyya
3156,"Policy Intervention and Institutional Support for Social Innovation and Social Capital formation for Sustainable Rural Development: Case Studies from Gujrat, Karnataka, Goa, Uttar Pradesh, Madhya Pradesh and Uttarakhand",Major Action Research Project,Ashish Harinarayan Pandey
3157,The Pranmati Basin Himalayan Critical Zone Observatory (PBHCZO),REACHOUT (Research Education and Training Outreach),Malay Mukul
3158,"Research in Development (M.Tech.) Fellowships to be instituted at the Centre for Technology Alternatives for Rural Applications (CTARA), IIT Bombay Batch VII",CTARA-MORD Fellowship,Bakul Rao
3159,Superpave Performance Grade (PG) and Durability Characterization of Unmodified Viscosity Grade (VG) Bitumen Used in India,-,Dharamveer Singh
3160,Developing natural sunlight-driven H2 production from water under the most commercially viable conditions,-,Arnab Dutta
3161,IITB-NCTU collaborative activities for Dual Degree Programme,-,Dean (International Relations)
3162,"Water and Energy Modelling for Identification of Constraints, Development of Solutions and Extension Programs, for Protecting Small-Holder Farmers",PoCRA (Project On Climate Resilient Agriculture),Milind Ashok Sohoni
3163,"Development of manual & online training for engineers of PWD, Government of Maharashtra",-,Venkata Santosh Kumar Delhi
3164,Remeshing-Free Fracture Simulation with Haptic Feedback,Qualcomm Innovation Fellowship,Parag Kumar Chaudhuri
3165,Ultrasound-MRI fusion in prostate diagnostics and operation,Qualcomm Innovation Fellowship,Amit Sethi
3166,Broadcast Offload,-,Prasanna S. Chaporkar
3167,Decoupling Microstructural Inputs on the Internal Friction Response of Steel: Combining Kinetic Monte Carlo based Multi-Scale Simulations with Microstructure and Mechanical Spectroscopy,"CRG (Core Research Grant) (PAC Materials, Mining and Minerals Engineering)",Ajay Singh Panwar
3168,Sqre Page: Smart Question Repository and Paper Generator,SPG (SERB POWER Grant),Kameswari Chebrolu
3169,Uncovering a Novel Molecular Code by T-box Paralogs for Cerebellum Patterning and Function in Vertebrates,SPG (SERB POWER Grant),Sreelaja Nair
3170,Accented Speech Processing and Recognition,CRG (Core Research Grant) (PAC Electrical Electronics & Computer Engineering),Preethi Jyothi
3171,Trajectory planning for self-driving cars,SPG (SERB POWER Grant),Arpita Sinha
3172,Rheology and dynamics of dense turbulent fluid-solid flows,SUPRA (Scientific and Useful Profound Research advancement),Devang Vipin Khakhar
3173,Experiment-Based Modeling and Simulation of Magnetic Polymers Responses for Soft Robotics,"CRG (Core Research Grant) (PAC Mechanical, Manufacturing, Aerospace Engineering & Robotics)",Krishnendu Haldar
3174,Estimation of Disaster Resilience of Bridges under Corrosion-Fatigue and Identification of Optimal Preventive Maintenance Strategies,"CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Swagata Basu
3175,"Assessment, Propagation and Quantification of Uncertainty for Seismic Vulnerability Analysis of Deteriorating Highway Bridges","CRG (Core Research Grant) (PAC Civil, Infrastructure & Transportation Engineering)",Jayadipta Ghosh
