SNo,Project Name,Scheme Name,PI Details
549,Design and Fabrication of High-Efficiency Large-Area Perovskite Solar Module,Science And Engineering Research Board - TARE - TEACHERS ASSOCIATESHIP FOR RESEARCH EXCELLENCE,Kothandaraman Ramanujam
550,Development of plasma-assisted ignition/combustion technology,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Pravendra Kumar
551,Reactive transport of the fractured porous media dynamics of geological reservoirs for C02 storage,Science And Engineering Research Board - Serb power grant(Promoting Opportunities For Women in Exploratory Research),Swapna Singha Rabha
552,Investigating the circuit mechanisms underlying image stabilization,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Santhosh
553,Novel Design and Fabrication of Bioinspired Flexible Body Armour With Composite Scales,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Prashant Rawat
554,Convergence Behavior of Sampling Operators on Certain Mixed Lebesgue Spaces,Science And Engineering Research Board - Empowerment and Equity Opportunities for Excellence in Science,Sathish Kumar A
555,Development of Novel Multimodal Fatigue Scoring System for lmproving Neck and Cervical Spine Health,Science And Engineering Research Board - CRGX - Core Research Grant,Ramakrishnan S
556,New synthetic peptides for targeting PCSK9 towards next generation anti-hypercholesterolemic drugs,Science And Engineering Research Board - CRGX - Core Research Grant,Muraleedharan K M
557,Explore Viral Involvement in the Alzheimer’s Amyloid Beta Peptides Toxicity: Multiscale In-Silico Experimental Approach,Science And Engineering Research Board - NPDF - NATIONAL POST DOCTORAL FELLOWSHIP,Michael Gromiha M
558,"Metabolic engineering strategies for improving in vitro propagation and enhanced production of iridoid glycosides in Gentiana kurroo Royle, and assessing their cardiovascular protective effects in human endothelial cells",Science And Engineering Research Board - NPDF - NATIONAL POST DOCTORAL FELLOWSHIP,Smita Srivastava
559,Broadband and ultrafast photodetection based on two dimensional perovskite material coated optical fiber Bragg grating device,Science And Engineering Research Board - Empowerment and Equity Opportunities for Excellence in Science,Shivananju B N
560,"Nitrogen-doped Nanographene Saddles, Ribbons and Belts Embedding 5-7/7-5-7 Membered Conjoined Rings",Science And Engineering Research Board - CRGX - Core Research Grant,Venkatakrishnan P
561,Unraveling p53 proteins amyloid aggregation and Liquid-Liquid Phase Separation dynamics in cancer,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Swathi Sudhakar
562,Influence of Curving Methods on the Design of Horizontally-Curved Steel I-Girders,Science And Engineering Research Board - CRGX - Core Research Grant,Lakshmi Priya P S
563,Elucidate the direct and indirect regulation of PLK1 by MYC and its role in Pancreatic cancer,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Nathiya Muthalagu
564,Effectless cut on higher dimensions,Science And Engineering Research Board - CRGX - Core Research Grant,Anoop
565,"Synthesis, Structure, and Bonding of Inorganic E6 rings (E = B, Al or Bi) Stabilized by Group 4-6 Transition Metals",Science And Engineering Research Board - CRGX - Core Research Grant,Sundargopal Ghosh
566,Design and fabrication of an RF oscillator based on piezoelectric MEMS Resonator,Science And Engineering Research Board - CRGX - Core Research Grant,Deleep R Nair
567,"45th Annual International Conference of the IEEE Engineering in Medicine and Biology Society, Australia (24 July, 2023 to 28 July, 2023)held in Sydney, Australia",Science And Engineering Research Board - International Travel Support (ITS),Ramakrishnan S
568,Computational Complexity of Graph Partitioning Problems Related to Graph Coloring Problem,Science And Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Sounaka Mishra
569,Exploring high entropy alloy anodes for all-solid-state sodium-ion battery applications (HASSB),Science And Engineering Research Board - CRGX - Core Research Grant,T Palaniselvam
570,Study of the Galactic synchrotron radiation using Murchison Widefield Array,Science And Engineering Research Board - MATR - MATHEMATICAL RESEARCH IMPACT-CENTRIC SUPPORT (MATRICS) SCHEME,Samir Choudhuri
571,Development of Interpretable medical image analysis framework using radiologist cognition driven deep learning,Science And Engineering Research Board - Fund for Industrial Research Engagement,Ganapathy Krishnamurthi
572,Capturing the correlated electric-field and thermal effects on electronic materials in real-time: Augmented modes of functionality tuning,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Hemaprabha E
573,Droplet microfluidic system to control the cancer cells - towards developing an organ-on-chip platform,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Kiran Raj M
574,AI-driven materials laboratory for thin films process optimization and discovery,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Rohit Batra
575,Investigating the Mechanics of Bursting and Spalling Fracture in Steel Fibre Reinforced Concrete (SFRC) for Tunnel Applications,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Keerthana Kirupakaran
576,Interface engineered zincophilic surface for dendrite-free highperformance anodes for rechargeable Zn-air batteries,Science And Engineering Research Board - Empowerment and Equity Opportunities for Excellence in Science,Ranjit Bauri
577,Exploring optical spins in nanodiamonds and two-dimensional materials for high-resolution quantum sensing,Science And Engineering Research Board - SRGX | Start-Up Research Grant,Siddharth Dattatraya Dhomkar
578,Multiscale modelling of chromatin assembly and dynamics,National Supercomputing Mission - National Supercomputing Mission,Sunil Kumar P B
579,Molecular Design of Polymeric Ionic Liquid for Energy Storage Materials (FY 23-24),National Supercomputing Mission - Others,Tarak Kumar Patra
580,Application of high-performance computing and machine learning to design multiphase reactors for clean energy applications (23-24),National Supercomputing Mission - National Supercomputing Mission,Himanshu Goyal
581,Operational Research Program (ORP) of Tamil Nadu Health System Reform Program for 23​-24,Tamil Nadu Health System Reform Program - Others,Muraleedharan V R
582,Edu-Cool: Educational Program for Sustainable Heating and Cooling Solutions for India (2020-2023),SINTEF Energy Research - Others,Advaith S
583,Center for Atmospheric and Climate Sciences for SCU activity coordination,Ministry of Education - Others,Sachin S Gunthe
584,Plasmonic Solar Distillation of Agro-Waste Contaminated Water and Sludge Valorization via Amorphous Carbon Production,Ministry of Education - Swachhta Action Plan (SAP),Tiju Thomas
585,Portable sensors with cellphone interfacing for heavy metal detection in water and soil,Ministry of Education - Swachhta Action Plan (SAP),Sreeram K. Kalpathy
586,Low Cost Road Dust Collector Operated with Solar Power to Manage Solid Waste and Air Pollution,Ministry of Education - Swachhta Action Plan (SAP),Shiva Nagendra S M
587,A LIDAR scanning integrated with GIS technology to optimize the Construction and Demolition waste supply chain for urban areas in India,Ministry of Education - Swachhta Action Plan (SAP),Nikhil Bugalia
588,"SWAYAM Industry Vertical 3.0 towards ""development of webpage/portal and for maintenance of website and cloud",Ministry of Education - National Mission in Education Through ICT -9287,Sarathi R
589,"Modelling oceanic wave breaking using machine learning, theory and Direct Numerical Simulations (DNS)",Ministry of Education - STAR - Scheme for Transformational and Advanced Research in Sciences,Anubhab Roy
590,Biosensors,Ministry of Education - Institute of Eminence Research Initiative Projects,Balaji Srinivasan
591,CORD-M HEAL: A Magnetically Aligned 3D Photogel for Enhanced Neurovascular Guidance following Spinal Cord Injury,Ministry of Education - STAR - Scheme for Transformational and Advanced Research in Sciences,Greeshma Thrivikraman
592,Utilising Mullins-Sekerka instability to design striated polymer composites,Ministry of Education - STAR - Scheme for Transformational and Advanced Research in Sciences,Sumesh P Thampi
593,Mentor for Sindhu Central University,Ministry of Education - Grants to Central Universities (CUs) -0873,Sachin S Gunthe
594,Chemistry in-House Symposium (CiHS),Conference - Others,Sanjay Kumar
595,International Conference on Water Security and Climate Adaptation,Conference - Others,Sannasiraj S A
596,All India Research Scholar's Summit 2024,Conference - Others,Murugaiyan Amirthalingam
597,CIFIL Symposium on Fintech Challenges 2024 (CSFC),Conference - Others,Thenmozhi M
598,Women in Optics and Photonics in India 2023,Conference - Others,Sujatha N
599,Neuromorphic touch sensor array for affordable clinical rehabilitation,IITM Pravartak Technologies Foundation - Others,Soumya Dutta
600,AI-enhanced indigenous near-infrared (NIR) spectrometers for Chemical and Biochemical Industries,IITM Pravartak Technologies Foundation - Others,Nirav Pravinbhai Bhatt
601,"GEMESH - Universal IoT Device Gateway for Smart home or building control and monitoring system enabled with Blockchain, IoT, Fog and Cloud computing Technology",IITM Pravartak Technologies Foundation - Others,Prabhu Rajagopal
602,Affordable Automatic Cover-Slipper for Histopathology Slides,IITM Pravartak Technologies Foundation - Others,Mohanasankar S
603,Optimized Mobile Surgical Unit for Cataract Surgeries in Remote areas,IITM Pravartak Technologies Foundation - Others,Jayaraj Joseph
604,Augmented Reality for Physiological Monitoring of Players,IITM Pravartak Technologies Foundation - Others,Mohanasankar S
605,Microfluidics-based sensors for quantifying soil nutrients for applications in agriculture,IITM Pravartak Technologies Foundation - Others,Pushpavanam S
606,"Development of solid rocket motor for distributed strikes using sensors, actuators, controls, and networks",IITM Pravartak Technologies Foundation - Others,Chakravarthy S R
607,Quantum Computing,Continuing Education Programmes (Sponsored) - Others,Anil Prabhakar
608,Artificial Intelligence - Building the Bridge between Automation and Information Technology,Continuing Education Programmes (Sponsored) - Others,Somashekhar S
609,Smart Cyber-Physical Security of Electric Powertrains in Autonomous e-Mobility Systems,"IHUB NTIHAC Foundation, IIT Kanpur - Others",Deepak Ronanki
610,Upscaling of the Zn-Chromium oxynitride photo flow or thin film Supercapattery,International Advanced Research Centre For Powder Metallurgy and New materials - Others,Kothandaraman Ramanujam
611,Development of a Ship-Surface Floater Model for Deep Sea Mining Operations in Open Sea Conditions,National Institute Of Ocean Technology - Others,Vijayakumar R
612,Polymetallic Nodules Transfer And Degradation Studies In Vertical Transport Through A Rigid And Flexible Pipe,National Institute Of Ocean Technology - Others,Ratna Kumar Annabattula VVSD
613,Coupled hydrodynamics of a deep-sea mining vessel with marine riser,National Institute Of Ocean Technology - Others,Vijay K G
614,Investigation of juncture flow dynamics of deep sea mining crawler,National Institute Of Ocean Technology - Others,Narendran K
615,Condition Monitoring of Transformers Adopting Multi Fusion Sensor Technique Adopting Embedded Techniques with Secured Data Processing,Central Power Research Institute - CENTRAL POWER RESEARCH INSTITUTE -0747,Sarathi R
616,Alfalgo,llT Bhilai Innovation and Technology Foundation - Others,Richa Agrawal
617,Smart Trainer: An AI powered IoT weight training module to enhance the performance of athletics under the Scheme of Human Resources Development in Sports (HRDS),Ministry of Youth Affairs and Sports - Human Resource Development in Sports(HRDS),Babji Srinivasan
618,Performance Modeling for Archery,Ministry of Youth Affairs and Sports - Human Resource Development in Sports(HRDS),Nandan Sudarsanam
619,Non-axisymmetric End-wall contouring of turbine stator,Defence Research & Development Organization - Others,Vadlamani Nagabhushana Rao
620,Process modelling of the manufacturing process leading to turbine blades of single crystal nickel base superalloys and titanium alloy components,Defence Research & Development Organization - Others,Gandham Phanikumar
621,"Health and Diseases Management among Munda, Santhal, Oraon and HO Tribes of Jharkhand: A Historical Analysis",Indian Council of Social Science Research - Grants to Councils/Institutes for Excellence in Humanities and Social Sciences -0877,John Bosco Lourdusamy
622,Showcasing rapid construction technology using 3D printing,Bureau of Police Research and Development - Others,Manu Santhanam
623,3D Printed protein-based textile fibers,Ministry of Textiles - National Technical Textiles Mission - 3972,Ethayaraja Mani
624,Studies on the Stab and Ballistic Energy Absorption of Polymer Coated Aramid Fabrics,Ministry of Textiles - National Technical Textiles Mission - 3972,Velmurugan R
625,Low-cost Prosthetics Design and Fabrication using Advanced Textile and Composites Technology,Ministry of Textiles - Others,Shankar Krishnapillai
626,"Boron-doped diamond coated corrosion-resistant carbon materials for electro-organic synthesis, energy, and clean water applications",Ministry of Textiles - National Technical Textiles Mission - 3972,Kothandaraman Ramanujam
627,Additive Manufacturing of Technical Textiles for Sustainable Mobility – Agro Waste Based Materials and Product Design,Ministry of Textiles - National Technical Textiles Mission - 3972,Gnanamoorthy R
628,Design and development of fabric antibody embedded matrix for tuberculosis screening,Ministry of Textiles - National Technical Textiles Mission - 3972,Ramakrishnan S
629,National Centre for Creation of state of-the-art facilities for Lab Grown Diamond Technologies,Ministry of Commerce and Industry - Others,Ramachandra Rao MS
630,"Development of 6G: THZ Test Bed with Orbital Angular Momentum and Multiplexing, under the TIDF scheme of USOF/DoT",Department of Telecommunications - Telecom Technology Development Fund,Ganti Radha Krishnan
631,"Establishment of ""5G gNB at lRlSET, Secunderabad''",Indian Railways Institute of Signal Engineering & Telecommunications - Others,Ganti Radha Krishnan
632,Transgressing 'good' Cities: Decolonizing city narratives for just urban futures,University College London - Others,Jyotirmaya Tripathy
633,Zero Emission Catalytic pyrolysis of Multi layer Plastic Waste (MLP) to Value Added Products – A Circular Economy Approach,Centre for High Technology - Others,Indumathi Manivannan Nambi
634,Development of a Fast and Efficient Motion Planner-Aided Semi-Autonomous Surveillance Drone,IIT Mandi Ihub & HCI foundation - Others,Satadal Ghosh
635,Team Abhiyaan - Autonomous Vehicle Development,Haraman International (India) Private Limited - Others,Sathyan S
636,Hardware acceleration for deep learning applications,Intel Technology India Private Limited - Others,Kamakoti V
637,Protocol development for AI models for Ultrasound in India,Bill and Melinda Gates Foundation - Others,Himanshu Sinha
638,Team Abhiyaan Sponsorship by Caterpillar,Caterpillar India Engineering Solutions Private Limited - Others,Sathyan S
639,Nanocem working group on atomistic simulations,ETH Zurich - Others,Aslam Kunhi Mohamed
640,Autonomous landing of a multi-rotor UAS on a moving platform,Indian Institute Of Information Technology Design And Manufacturing Kurnool - Others,Devaprakash Muniraj
641,Biplane Tailsitter UAVs,Indian Institute Of Information Technology Design And Manufacturing Kurnool - Others,Bharath Govindarajan M
642,Internal combustion Engine-based Multirotor UAV,Indian Institute Of Information Technology Design And Manufacturing Kurnool - Others,Joel George M
643,Recycling Kerala Highways,Kerala Highway Research Institute - Others,Murali Krishnan J
644,Compact sensor unit development,"Principal Controller of Defence Accounts, New Delhi - Others",Bhallamudi Vidya Praveen
645,Integrated Quantum Detector at Room Temperature (IQDART),Indian Space Research Organisation - SPACE SCIENCE PROMOTION -2792,Sudharsanan Srinivasan
646,Development of a micropump for electrospray microthruster,Indian Space Research Organisation - SPACE SCIENCE PROMOTION -2792,Ashis Kumar Sen
647,Development of nano sculptured thin films using glancing angle deposition for wide band antireflection and rugate filter applications,Indian Space Research Organisation - SPACE SCIENCE PROMOTION -2792,Somnath Chanda Roy
648,Design of a parallel microchannel evaporator based on the flow and temperature mal-distribution studies during flow boiling for spacecraft thermal control,Indian Space Research Organisation - SPACE SCIENCE PROMOTION -2792,Arvind Pattamatta
649,Prognostics & Health Monitoring of Defence Systems,Combat Vehicles Research and Development Establishment - Others - Industry,Piyush Shakya
650,Explainable AI(XAI) based Machine Learning (ML) Approaches for Automatic Target Recognition (ATR) in Main Battle Tanks,Combat Vehicles Research and Development Establishment - Others - Industry,Rajagopalan Srinivasan
651,Development and Implementation of Virtual Aids to Navigation (VA to N) at Deendayal port Authority,Deendayal Port Authority - Others - Industry,Murali K
652,Development of Space Conditioning System for near net zero build environment,Rensol Power Private Limited - Others - Industry,Srinivas Reddy K
653,Structural Glass Research and Testing Facility - Phase 3,Glazing Society of India - Others - Industry,Arul Jayachandran S
654,Raghupathi Singhania Centre of Excellence for Tyre and Vehicle Mechanics Phase III,Hari Shankar Singhania Elastomer and Tyre Research Institute - Others - Industry,Krishnakumar R
655,Development of a flex-fuel spark-ignition engine for utilization of green hydrogen-CNG blended fuels,TVS MOTOR COMPANY LTD - Others - Industry,Mayank Mittal
656,To evaluate the Performance of Grease samples based on hydrogen Embrittlement Propensity in Bearing Steel (SAE 52100),National Engineering Industries Limited - Others - Industry,Ramkumar P
657,Evaluation of Lubricants Performance Using Dynamic Load Pin- on-Disc Tribometer at High Frequency and High Load Condition,Kluber Lubrication Munchen SE & CO.KG - Others - Industry,Ramkumar P
658,Bump methodology for semiconductor wafers,KLA Corporation - Others - Industry,Rajagopalan A N
659,Defect Detection in Low Resolution Observations,KLA Corporation - Others - Industry,Rajagopalan A N
660,P-Fab based TBE antigen quantification in drug substance (DS) and drug product (DP)-Proof -of-concept study,Pfizer Healthcare India Private Limited - Others - Industry,Raghavendra Sai V V
661,Design of Filters for Selective Beam Shaping using Metaoptic,KLA Tencor Software India Private Limited - Others - Industry,Shanti Bhattacharya
662,Combat identification,Aeronautical Development Agency - Others - Industry,Devaprakash Muniraj
663,"Additive Manufacturing of forging tooling, heat treatment fixture and end components – Part II",Super Auto Forge Private Limited - Others - Industry,Murugaiyan Amirthalingam
664,STUDIES ON CO EMISSIONS FROM COOKTOP WITH MULTIPLE BURNERS,Whirlpool Of India Limited - Others - Industry,Raghavan V
665,Real Time Environmental Monitoring and Management System for Jawaharlal Nehru Port Authority,Jawaharlal Nehru Port Authority - Others - Industry,Shiva Nagendra S M
666,Balancing Privacy and Accountability via Cryptography,Google Asia Pacific Private Limited - Others - Industry,Shweta Agrawal
667,Google PhD Fellowship for Sumanth Doddapaneni,Google Asia Pacific Private Limited - Others - Industry,Mitesh Khapra
668,Process Development for Salt Recovery from Ash Treatment Bleed Stream through Crystallization,Valmet Technologies Private Limited - Others - Industry,Vinu R
669,"Urban Amenities and City Agglomeration, Structural Transformation and GVC in East Asia (Phase 5): India Case Study",Economic Research Institute for ASEAN and East Asia (ERIA) - Others - Industry,Subash S
670,Development of Alkaline Anion Exchange separator based Fuel Cell,Sai Pet Preforms - Others - Industry,Ramaprabhu S
671,Anomaly Detection,Apple Inc - Others - Industry,Raghunathan Rengaswamy
672,Work on Responsible Artificial intelligence,Facebook India Online Services Private Limited - Others - Industry,Ravindran B
673,Hull development and CFD analysis of NGMV project,Cochin Shipyard Limited - Others - Industry,Vijayakumar R
674,Chemical Mechanical and Microstructural characterisation of Metallic samples,Liquid Propulsion Systems Centre - Others - Industry,Pradeep K G
675,Hydrodynamic response of a micro-swimmer in a microchannel,I-Hub Foundation For Cobotics - Others - Industry,Sumesh P Thampi
676,"Simulation and experimental studies in welding processes MIG, Laser welding and Laser-Hybrid for the materials such as Al-alloys and automotive steels to understand defects such as porosity and spatter formation",Ford Motor Private Limited - Others - Industry,Gandham Phanikumar
677,Battery Tear Down Analysis,Mahindra Electric Automobile Limited - Others - Industry,Aravind Kumar Chandiran
678,Development of Fibre Optic Based Intrusion And Leak Detection for Gas Pipelines,GAIL India Limited - Others - Industry,Balaji Srinivasan
679,Energy Consortium - Cummins,Cummins Technologies India Private Limited - Others - Industry,Satyanarayanan Seshadri
680,Centre of Excellence for Zero Emission Trucking,Climate Imperative Foundation - Others - Industry,Shankar Ram C S
681,Wireless sensor for smart tyres,SmartWheels_LLC - Others - Industry,Qadeer Ahmad Khan
682,Analytics development and testing for Honeywell Versatilis Transmitter,Honeywell Technology Solutions Lab Private Limited - Others - Industry,Piyush Shakya
683,Development of methodology for integration steam of solar concentrating collector field with 18MW thermal power plant,The KCP Limited - Others - Industry,Srinivas Reddy K
684,Kinetic modeling of high temperature methane partial oxidation,Shell India Markets Private Limited - Others - Industry,Preeti Aghalayam
685,Evaluation of Hydrothermal Liquefaction Bio-crude from Hydrolysis Lignin as a Partial Replacement of Bitumen,BioEnergo Oy - Others - Industry,Vinu R
686,Energy Consortium- Infosys,Infosys Limited - Others - Industry,Satyanarayanan Seshadri
687,Process Optimization of Supercritical CO2 Pre-treatment of Biomass for 2G Green Ethanol,Cybernetik Technologies Private Limited - Others - Industry,Vinu R
688,Equipment and test setup for MATSYA 6000,National Institute Of Ocean Technology - Others - Industry,Vijayakumar R
689,Production of recombinant proteins and purification,Vector Control Research Centre (ICMR) - Others - Industry,Raghavendra Sai V V
690,Generation of Energy from Photosynthesis through the use of Quinones -Phase II,Vaayuneer Sciences Private Limited - Others - Industry,Suraishkumar G K
691,Futuristic Data Driven AI Companion to Material Formulation For Brakes,Sundaram Brake Linings Limited - Others - Industry,Palaniappan Ramu
692,Analysis and design of ash dykes for disposal of fly ash - Phase II,Sri Damodaram Sanjeevaiah Thermal Power Station APPDCL - Others - Industry,Dodagoudar G R
693,In vitro production of Lauric acid by plant cell cultivation of Cocos nucifera (Coconut),Unilever Industries Private Limited - Others - Industry,Smita Srivastava
694,Study of thin film interfaces during heat treatment process for NiCr stack,Saint - Gobain India Private Limited - Others - Industry,Satyesh Kumar Yadav
695,Local air quality management plan for Chennai city using sensor-based hyper local monitoring,Environmental Defense Fund - Others - Industry,Shiva Nagendra S M
696,Increased iron coordination with amine solvent decomposition,Shell India Markets Private Limited - Others - Industry,Swapna Singha Rabha
697,Project Coorg: Product innovation by controlling drop evaporation,Shell India Markets Private Limited - Others - Industry,Basavaraja Madivala Gurappa
698,"Shell Chair Professorship, Shell IITM Center for Energy Research at IITM and research projects",Shell India Markets Private Limited - Others - Industry,Satyanarayanan Seshadri
699,Vaarahi: Lignin Interfacial Characterization,Shell India Markets Private Limited - Others - Industry,Basavaraja Madivala Gurappa
700,Development of High Pressure Cold Spray Metal Deposition of SG Cast Iron Brake disc (Substrate) with SS 316 L – Base coat + (SS430 L 85% w/w + SiC 15% w/w). – Top layer,Chennai Engineering Coating Company Private Limited - Others - Industry,Kamaraj M
701,Synthesis of Substituted benzene via Cyclotrimerization Reaction,Shell India Markets Private Limited - Others - Industry,Jeganmohan M
702,Porous Organic Ligands Based Solid Heterogeneous Catalyst for Hydroformylation,Shell India Markets Private Limited - Others - Industry,Rajnish Kumar
703,Development of an Online solidified shell thickness measurement,Tata Steel Limited - Others - Industry,Krishnan Balasubramanian
704,MOMI Pilot Multiomics Analysis,Bill and Melinda Gates Foundation - Others - Industry,Manikandan Narayanan
705,AI based Smart PPE Monitoring in Research Laboratories,Pfizer Healthcare India Private Limited - Others - Industry,Rajagopalan Srinivasan
706,Hybrid model-based and data-driven methods for wireless communication,Qualcomm Technologies Inc - Others - Industry,Srikrishna B
707,Generalized sparse regression codes for multi-user and multi-antenna channels,Qualcomm Technologies Inc - Others - Industry,Arun Pachai Kannu
708,Intelligent approaches to designing and building Intelligent Reflecting Surfaces for 6G applications,"Qualcomm Technologies, Inc - Others - Industry",Uday K Khankhoje
709,StarPlat: A Versatile DSL for Graph Analytics,"Qualcomm Technologies, Inc - Others - Industry",Rupesh Nasre
710,"Upgradation of i -VTMIS Software, Manning, operation and annual maintenance of VTS at New Mangalore Port Authority",New Mangalore Port Authority - Others - Industry,Murali K
711,"Supply of Equipment, Development of Indigenous software system of VTS including handling, installation, and commissioning",New Mangalore Port Authority - Others - Industry,Murali K
712,Secure Data Sharing: Matching across Encrypted Data,AQFER India Private Limited - Others - Industry,Aishwarya T
713,Design and engineering of parabolic dish based CST systems for thermal requirements,Megawatt Solutions Private Limited - Others - Industry,Srinivas Reddy K
714,"R & D for low resource language AI solutions (Datasets, tools and models)",Pratham Books - Others - Industry,Mitesh Khapra
715,Literature Survey of Technology Developed,Accenture LLP - Others - Industry,Manivannan M
716,Madras to support and research activities. Adobe inc.,Adobe Systems Incorporated - Others - Industry,Mitesh Khapra
717,Additive manufacturing of bevel gear dies and induction coils,IM Gears Private Limited - Others - Industry,Murugaiyan Amirthalingam
718,Studies on the thermal properties of Polymer matrix composite materials,Gas Turbine Research Establishment - Others - Industry,Velmurugan R
719,Microwave Assisted Chemistries Towards a Sustainable Future,Pfizer Healthcare India Private Limited - Others - Industry,Himanshu Goyal
720,Green synthesis of biologically active quinoline and tetrahydroquinoline derivatives in ionic liquid using aza Diels-Alder reaction,Pfizer Healthcare India Private Limited - Others - Industry,Ramesh Gardas
721,Familiarization of crossflow approach and its components in application aspects and demonstration on lab scale,Pfizer Healthcare India Private Limited - Others - Industry,Sankha Karmakar
722,Key Technology Partnerships Seed Funding Scheme (2023),University of Technology Sydney - Others - Industry,Sivakumar Palaniappan
723,Developing capacity to strengthen district systems for Primary Health Care performance,Bill and Melinda Gates Foundation - Others - Industry,Muraleedharan V R
724,Thermal and Vibration Sensing Module Development for ATM Machine,Vortex Engineering Private Limited - Others - Industry,Boby George
725,Statistical Analysis of Data related to Games,Cashgrail Private Limited - Others - Industry,Neelesh S Upadhye
726,Watch Case Press blank Manufacturing,Titan Company Limited - Others - Industry,Sushanta Kumar Panigrahi
727,An Automated Tool for Accurate pKa Prediction: Development of Computational Methodology and Graphical User Interface.,Pfizer Inc - Others - Industry,Sooraj K
728,Cyber Innovation Center at NACIN,National Academy of Customs Indirect Taxes and Narcotics - Others - Industry,Chester Rebeiro
729,Textile lubricants – Benchmarking of polyisobutylene rheological response and development of alternative sustainable systems,Totalenergies One Tech - Others - Industry,Abhijit Deshpande P
730,Hydrodynamic model testing of vessels Designed by MDL,Mazagon Dock Ship Builders Limited - Others - Industry,Vijayakumar R
731,DISF: Voice enabled UPI payments in Indian languages,Bill and Melinda Gates Foundation - Others - Industry,Mitesh Khapra
732,Cellular resolution Multimodal Imaging of Fetal Brains - Prenatal Ultrasound to Whole Brain Histology,Bill and Melinda Gates Foundation - Others - Industry,Mohanasankar S
733,"Development of Clean and Healthy Village through Holistic Waste (Water and Solid) Management: Vallipuram, India",Nanyang Technological University - Others - Industry,Ligy Philip
734,CMF for CeRAI Industrial Consortium - Ericsson,Ericsson India Global Services Private Limited - Others - Industry,Ravindran B
735,Direct e-catalytic processes,Shell India Markets Private Limited - Others - Industry,Himanshu Goyal
736,Development of IGLA-1M explosives items,Bharat Dynamics Limited - Others - Industry,Ramakrishna P A
737,"Synthesis of Levodopa, Methyldopa and Carbidopa",Fleming Laboratories Limited - Others - Industry,Sekar G
738,Design and Development of High-Power Dual Active Bridge Feeding a Load of Constant Power Characteristics,Ametek Instruments India Private Limited - Others - Industry,Lakshminarasamma N
739,Design and Development of Interleaved Non-isolated Converter Feeding a Load of Constant Power Characteristics,Ametek Instruments India Private Limited - Others - Industry,Lakshminarasamma N
740,Development of Smart 155 m Ammunitions (ISA-Indian Smart Ammunition) to limit the CEP (Circular error probable) within 10 m at the range of the existing 155 mm ammuntion,Ordnance Factory Badmal (MUNITIONS INDIA LIMITED) - Others - Industry,Rajesh G
741,Economic and catalytic chemical synthesis for the acetylation/esterification of alcohols using carboxylic acid,AJMAL BIOTECH PRIVATE LIMITED - Others - Industry,Sekar G
742,Artificial Intelligence based Model for formulation and process design,Pfizer Healthcare India Private Limited - Others - Industry,Raghunathan Rengaswamy
743,Evaluation of DGQI,Development Monitoring and Evaluation Office - Others - Industry,Raghunathan Rengaswamy
744,Preproposal for setting up test bed for Solid Oxide Electrolyzer/Fuel Cells,Yokogawa Technology Solutions India Private Limited - Others - Industry,Aravind Kumar Chandiran
745,"Design, Development, Construction, Supply, Delivery, Installation, Testing, and Commissioning of Vessel Traffic Management System on Turn-key basis at Visakhapatnam Port Authority",Visakhapatnam Port Authority - Others - Industry,Murali K
746,Synthesis of benzoic acid using Cu/Co or Mn reusable metal nanocatalyst,Samnan Chemicals Private Limited - Others - Industry,Sekar G
747,Aerodynamic design of low wattage ceiling fan,Moving Flux Labs Private limited - Others - Industry,Shyama Prasad Das
748,Providing Technical Advisory Services to WATCO by IITM on Water Quality Assurance in all the cities of the state of Odisha.,Water Corporation of Odisha - Others - Industry,Ligy Philip
749,Supervisory Consultancy for Real Time Flood Forecasting System,Tamilnadu Urban Infrastructure Financial Services Limited - Others - Industry,Balaji Narasimhan
750,FPA-IBM-IMC,IBM CORPORATION - Others - Industry,Janakiraman Viraraghavan
751,RSETI E-Learning AI Platform (REAP),The National Bank For Agriculture And Rural Development - Others - Industry,Nandan Sudarsanam
752,"Carrying out Synthetic Aperture Radar (SAR) data analysis on the oil spill detection at Ennore Creek, Chennai",Chennai Petroleum Corporation Limited - Others - Industry,Rajesh R Nair
753,Preparation of Bacteriological H2S Strips,Greenvironment Innovation And Marketing India Pvt Ltd - Others - Industry,Ligy Philip
754,Pyrolysis Study of Sludge Samples,Aarksee Green Arabia - Others - Industry,Vinu R
755,Sensor System and Methods for Driver State Analysis,Ielektron Technologies Engineering Private Limited - Others - Industry,Boby George
756,"IOT Based Alert System to Monitor - Access Control, PPEs Monitoring & Health Vitals",Hero Wind Energy Private Limited - Others - Industry,Raghunathan Rengaswamy
757,Formulation and Testing of Inks for Digital Printing,RAJDEEP DIGITAL PRINTS LLP - Others - Industry,Sreeram K. Kalpathy
