SNo,Project Name,Scheme Name,PI Details
631,Development of a 140 GHz fully integrated transmitter and receiver module for 6G and beyond,Centre for development of telematics,prof. Darshak k. Bhatt
632,Wastenergy Distillery waste valorisation into renewable energy,"DBT, New Delhi",Prof. Vimal Chandra Srivastava
633,Molecular characterization of classical and dual function purine nucleoside phosphorylases (PNPase) providing abiotic and biotic stress tolerance in plants,"DBT, New Delhi",Prof. Harsh Chauhan
634,Assessment of underground hydrogen storagein Lithuania : Investigating Geo hydro chemical & mechanical responses to undergroung H2 storage and Leakage,"Kaunas University of Technology, Lithuanian",Prof. Brijesh kumar Yadav
635,SERB - NPDF,"SERB, New Delhi",Dr. Pradeep Singh
636,Design of accelerated aging protocols for fast and cost effective cycle life estimation of lithium-ion batteries,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Ashwini kumar Sharma
637,Direct conversion of Co2 to formic acid over nickel based metal organic frameworks (MOFs) Catalyst,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Prakash Biswas
638,Enabling sustainable hydrogen storage transportation and refuelling via electrochemical ammonia formation and decompostion,"SPARC, New Delhi",Prof. Vimal Chandra Srivastava
639,Synergetic metal/lewis base catalyzed asymmetric annualations,"SERB, New Delhi",Prof. Rakesh kumar Saunthwal
640,Algorithm & software development for alpha continuous air monitor (ALCAM) along with synthesis of indigenous detector,"DRDO, Delhi",Prof. Anil Kumar Gourishetty
641,Generating hydrogen fuel from anion exchange membrane water electrolyzer powered by renewable energy sources,"DST , New Delhi",Prof. Kaushik Pal
642,Wear behaviour of carbide free baintic steel (bainwear),"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Sourav Das
643,Ramanujan Fellowship,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Dr. Vishwajeet
644,on the integrity of additively repaired titanium alloy components for aerospace applications,"DRDO, Delhi",Prof. Vidit Gaur
645,Rish data in high mountain asia,International Centre for integrated mountain development. Nepal,Prof. Saurabh Vijay
646,Study of Pseudotachylite and deformed pseudotachylite from ambaji granulite Nw India : Implication for seismic cycles,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Sudheer Kumar Tiwari
647,SERB NPDF,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Dr. Sajad Ahmad Rather
648,Smart phone based non invasive estimation of neonatal jaundice using machine learning methods a development cum validation study,Indian Council of Medical Research,Prof. Jitin Singla
649,Performance Evaluation of full depth reclamation (FDR) roads in the state of uttar pradesh,National Rural Infrastructure Development Agency (NRIDA),Prof. Nikhil Saboo
650,Development of highly efficient light emitting perovskite solar cells for street lighting application,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Soumitra Satapathi
651,Co2 photoreduction for producing value added fuels using halide perovskite heterocatalysts,"DST, New Delhi",Prof. Soumitra Satapathi
652,Devleopment of post weld treatment guidelines for service life improvement of welded structures/equipment,"Tata Steel Limited, Mumbai",Prof. Rakesh Ranjan
653,Evaluation of mechanical and thermal properties of sun dried local mud brick of ladakh,"DIHAR, DRDO",Prof. Rakesh Ranjan
654,Room temperature single atom transistors and high temperature quantum bits using nitrogen deep do pant in silicon,"Scheme for transformation and advanced research in sciences, Ministry of Education, Bangalore",Prof. Arup Samanta
655,SERB - Teachers Associateship for research excellence (TARE) Scheme,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Saravana kumar M
656,Ion transport and electroosmotic flow instability in a charged conical micro conduits filled with charged viscous fluids,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Ameeya Kumar Nayak
657,Driving mechanisms and prediction of occurrence of compound dry and hot extremes in india using complexity based approach,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Ankit Agarwal
658,study of heat transfer performance and flow structures in thermomagnetic convection used for power generation,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Sudhakar Subudhi
659,Technical Advisor for floating PV Project,"International Solar Alliance (ISA), FARIDABAD , GURUGRAM",Prof. Arun Kumar
660,Development of Novel purine nucleoside quinoline conjugates as effective inhibitors for chikungunya and dengue viruses,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Shailly Tomar
661,Development of an electrochemical sensor for early diagnosis of lung cancer by the analysis of volatile organic compounds,"DBT, New Delhi",Prof. Packirisamy Gopinath
662,thermal analysis of passive solar based energy efficient human habitiation shelters in the remote high altitude cold desert conditions of ladakh,DRDO -DIHAR,Prof. Alankarita Singh
663,Membrane bound motile hydrogel based dredgers for microplastic capture and remediation,"STARS, Ministry of Education",Prof. B.V.V.S. Pavan kumar
664,Quatum computing with trapped rubidium atoms,"IHUB- Quantum Technology Foundation, IISER, Pune",Prof. Aajay Wasan
665,FIST Engineering Sciences - Project,"DST, New Delhi",Prof. & Head
666,Novel perovskite scintillators for high resolution gamma spectroscopy and pulse shape discrimination,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Anil Kumar Gourishetty
667,Biosensing platform to overcome cardiovascular disease (CVD) by monitoring stress levels through the detection of multiple analytes present in sweat,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Prof. Gopinath Packirisamy
668,Sanskrit knowledge Accessor,Ministry of Electronics & Information Technology,Prof. Pavan kumar Satuluri
669,strong motion studies of dam and power house thruogh a 13 nos strong motion accelerographs,"THDC India Ltd, Rishikesh",Prof. S.C. Gupta
670,Seismological studies in tehri region and its implications through a 18-station seismological network installed in the region around tehri dam,"THDC India Ltd, Rishikesh",Prof. M.L. Sharma
671,the impact of female leardership on gender gaps and firm performance,"SPARC, New Delhi",Prof. Pratap Chandra Mohanty
672,large scale evacuatin modeling in urban floods : a demand supply integration with multiple data sources,"SPARC, New Delhi",Prof. Indrajit Ghosh
673,Data-driven resilient transportation analytics accounting for climate change impacts,"SPARC, New Delhi",Prof. Indrajit Ghosh
674,artificial intelligence using spintronics based learning enabled devices (AISLE),"SPARC, New Delhi",Prof. Brajesh kumar Kaushik
675,Neuromorphic computing with fast and energy efficient spintronic device,"SPARC, New Delhi",Prof. Brajesh kumar Kaushik
676,Hydropower sustainability pioneering health monitoring for hydraulic turbines in the face of climate change,"SPARC, New Delhi",Prof. Chandra Shekhar Pant
677,Monolithically integrated verticle GaN JFET with JBS diode for kilovolt class power conerters,"SPARC, New Delhi",Prof. Biplabl Sarkar
678,the development of antibody drug conjugates targeting virus infected cells for the delivery of HSP70 inhibitors,"life Arc lynton house, Square, London, U/.K.",Prof. Rajesh Kumar
679,Development of piezoelectric acoustic sensors for defence applications,DRDO,Prof. Davinder Kaur
680,"Profiling, Fingerprinting and database development of indian honeys","National Beekeeping and honey mission national bee board, & Farmers Welfare New Delhi",Pror. Dhyan S. Arya
681,Designing efficient heterojunction photocatalyst for Co2 reduction to fuel under visible light,"SPARC, New Delhi",Prof. K.K. Pant
682,Development of therapeutic monoclonal antibodies against chikungunya Virus,"DST, New Delhi",Prof. Rajesh Kumar
683,Digital twining of wire arc based additive manufacturing to fabricate chiral auxetic structures for impact applications,"DRDO, ministry of Defence Delhi",Prof. Varun Sharma
684,Biodegradable polymeric composite with enzymatic degradation for ureteral stent application,"UnivLabs Technologies Pvt. Ltd., Gurugran Haryana",Prof. Debrupa Lahiri
685,Review and vetting of process simulation results for 500kw alkaline electrolyser balance of plant (BoP) design and developed in house by BHEL,Bharat Heavy Electrical Limited BHEL ( Hyderabad),Prof. Pratham Arora
686,Structural modelling of 1KW Alkaline electrolyser stock for contact resistance management,Bharat Heavy Electrical Limited BHEL ( Hyderabad),Prof. Amit Bhosale
687,Informaiton Security Education and Awareness (ISEA) Project Phase - III,"Ministry of electronics & information Technology, New Delhi",Prof. Sugata Gangopadhyay
688,Biodegradable nanocomposite superhydrophobic membrane for application in membrane distillation,"AICTE (All India Council for Technical Education), New Delhi",Prof. Bhaskar Jyoti Deka
689,Intelligent control and coordination strategies for green hydrogen based microgrid with enhanced ancillary services and time coordination,"Anusandhan National Research Foundation,  SERB - Core Research Grant Scheme",Dr. Faisal Jamsheed (NPDF)
690,Privacy enbaled data management for zero touch network management,"SPARC, New Delhi",Prof. Pradumn Kumar Pandey
691,Wear resistant self lubricating cu-based materials for electrical sliding contact applications,"DST , INDO-Slovenia Internaitonal Cooperation Division New Delhi",Prof. Manoj Kumar
692,Electronics & ICT Academy Scheme phase-II,"Ministry of Electronics & Informaiton Technology, New Delhi",Prof. Sanjeev Manhas
693,Study of grades chemical and mechanical properties of high strength steel casting for general engineering and structural purposes,"Bureau of Indian Standards, New Delhi",Prof. Dheerendra Kumar Dwivedi
694,Evaluation of Ultraproof-crystal (Crystal Waterproofing) as an admixture for concrete works,"M/s Associated Chemicals, Mumbai",Prof. G.D. Ransinchung R.N.
695,Synthesis of rare earth element doped ZIF-67 derived N-Doped Carbon nano tubes interconnected conductive porous carbon from bio based hemp hurd powder,US AIR FORCE LABORATORY,Prof. Vimal Chandra Srivastava
696,Developing composites for vibration shcok damping in airframe structures using multimode approach by optimizing the material and architecture,"DRDO, New Delhi",Prof. Debrupa Lahiri
697,"Study of chemical, physical and mechanical properties of stainless steel pipe and tubes made of low nickel stainless steel grades","Bureau of Indian Standards, New Delhi",Prof. Dheerendra Kumar Dwivedi
698,Drudgery reduction and income enhancement of the handloom weavers through technology intervention in tripura,"DST , New Delhi",Prof. Bibhuti Ranjan Bhattacharya
699,The Capacity building of jaggery products in haridwar district,Invest India National investment Promotion & Facilitation agency,Prof. Bibhuti Ranjan Bhattacharya
700,Processing and Fabrication of lienars from high density materials,"DRDO, Chandigarh",Prof. Rahul S. Mulik
701,FIST Grant,"DST, New Delhi",Prof & Head
702,Interlinkage of ecosystem services and human wellbeing to enhance climate smart landscapes in small watersheds : analysis for policy-relevant solutions in south asian context.,Asia Pacific Network,Prof. Subir Sen
703,Guidelines for determination of rock mass shear strength in bed rock of landslide affected slopes,"NDMA, New Delhi",Prof. Mahendra Singh
704,Automated cognitive metrics classification framework to improve human machine collaboration LSRB-376,DRDO,Prof. Partha Pratim Roy
705,National Initiative for Design Innovation,MHRD,Prof. A.K. Sharma
706,Expert Group of Rural Infrastucture under UNNAT BHARAT ABHIYAN,"MHRD, New Delhi",Prof. Praveen Kumar
707,Ramanujan Fellowship,"SERB, NEW delhi",prof. Ravindra pandey
708,Tailoring the architecture of microstructure in Al-based Al-cu-Ni alloys to improve the mechanical properties,"SERB, New Delhi",Prof. Sourav Das
709,ECO-EXCHANGE : Investigation of eco-friendly compounds that the substitution of methane with carbon dioxide during energy recovery from hydrate deposits,"SERB, new delhi",Prof. Hari prakash veluswamy
710,Field Hydrology in the Indian Himalayan Region,IIT ROORKEE,Prof. Sumit Sen
711,The Electric field control of Magnetization properties in Quantum Matter Heterostructures,"SERB, New Delhi",Prof. Vivek Kumar Malik
712,A method of fabrications of superhydrophobic and biodegradable nanocomposite superhydrophobic membrane for application in membrane distillaiton,SRIC Development Fund under TRLB Scheme,Prof. Bhaskar Jyoti Deka
713,Bioinspired skirted footing and its method of installaiton,SRIC Development Fund under TRLB Scheme,Prof. Ravi Sankar Jakka
714,A low cost portable mechanical ventilator with feedback control and respirat monitoring with remote interface,SRIC Development Fund under TRLB Scheme,Prof. Arup kumar Das
715,A superhydrophobic & polystyrene/PVDF Membrane coated with Wo: Nanocomposite for membrane distillation,SRIC Development Fund under TRLB Scheme,Prof. Bhaskar Jyoti Deka
716,Designing a prototype settlement for a contemporary sustainable town as per the prescriptions of vaastushastra,"Indian Knowledge Systems Division AICTE, MOE",Prof. Avlokita Agarwal
717,Ramanujan Fellowship,"SERB, NEW delhi",Prof. Sanjeev Manhas
718,A low cost eco-friendly process for the recycling of waste polythylene packets to prepare paver blocks and will tiles,SRIC Development Fund under TRLB Scheme,Prof. Prasenjit Mondal
